"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schcat","fieldAliases__school_cat","fieldAliases__schtype","fieldAliases__school_typ","fieldAliases__schmgt","fieldAliases__management","fieldAliases__rururb","fieldAliases__location","fieldAliases__pincode","fieldAliases__dtname","fieldAliases__udise_stco","fieldAliases__stname","fieldAliases__vilname","fieldAliases__longitude","fieldAliases__latitude","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__schcd","features__attributes__schname","features__attributes__schcat","features__attributes__school_cat","features__attributes__schtype","features__attributes__school_typ","features__attributes__schmgt","features__attributes__management","features__attributes__rururb","features__attributes__location","features__attributes__pincode","features__attributes__dtname","features__attributes__udise_stco","features__attributes__stname","features__attributes__vilname","features__attributes__longitude","features__attributes__latitude","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__geometry__x","features__geometry__y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420424","3160101402","GMS BAURHAIKHURD","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.824870000000004","30.636237000000001","03","053","00269","Malerkotla","110427","-46909"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421360","3160100201","GPS AHMEDGARH CHANNA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.824586999999994","30.670026","03","053","00269","Malerkotla","110427","-46966"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421430","3160102401","GPS WARD NO.VI AHMEDGARH","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148021","Sangrur","03","PUNJAB"," ","75.822902999999997","30.671904000000001","03","053","00269","Malerkotla","110424","-46969"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421461","3160102201","J.M.C.K.K. MAHANVIDAYLA AIDED","3","Higher Secondary (1-12)","3","Co-Ed","4","Government Aided","2"," ","148021","Sangrur","03","PUNJAB"," ","75.821680000000001","30.672999999999998","03","053","00269","Malerkotla","110422","-46971"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421684","3160105301","DAYANAND ADARSH VIDAYALA SEN.SEC","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148021","Sangrur","03","PUNJAB"," ","75.822931999999994","30.679926999999999","03","053","00269","Malerkotla","110424","-46983"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421843","3160104901","GPS MOHALLA AMARPURA","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148021","Sangrur","03","PUNJAB"," ","75.824923999999996","30.685420000000001","03","053","00269","Malerkotla","110427","-46992"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422721","3090802002","GHS GHUNGHRANA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.824397000000005","30.714469999999999","03","041","00229","Raikot","110426","-47041"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422732","3090802001","GPS GHUNGRANA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.824611000000004","30.714856999999999","03","041","00229","Raikot","110427","-47042"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417138","3160703902","GSSS MALERKOTLA (BOYS)","5","Higher Secondary  (6-12)","1","Boys","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.883838999999995","30.51745","03","053","00269","Malerkotla","110513","-46708"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417240","3160705501","ISLAMIA SEN. SEC. SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.885412000000002","30.521089","03","053","00269","Malerkotla","110515","-46714"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417408","3160702002","MADARSA KHAIRUL NISA","1","Primary","3","Co-Ed","98","Madarsa Unrecognized","2"," ","148023","Sangrur","03","PUNJAB"," ","75.884725000000003","30.52619","03","053","00269","Malerkotla","110514","-46723"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417409","3160702004","VASANT VALLEY PUBLIC SCHOOL SOMSONS COLONY","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.884725000000003","30.52619","03","053","00269","Malerkotla","110514","-46723"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417436","3160702003","SECULAR PUBLIC SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.883308999999997","30.527114999999998","03","053","00269","Malerkotla","110512","-46724"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417592","3160703306","BHARAT MODEL HIGH SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.884552999999997","30.533176999999998","03","053","00269","Malerkotla","110514","-46734"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417617","3160106602","MADRASSA DAR UL ULOOM MEHMOODIA","1","Primary","1","Boys","98","Madarsa Unrecognized","1"," ","148023","Sangrur","03","PUNJAB"," ","75.885172999999995","30.534139","03","053","00269","Malerkotla","110515","-46736"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417653","3160702203","AL FALAH SEN SEC PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.883866999999995","30.535246999999998","03","053","00269","Malerkotla","110513","-46738"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419148","3160106001","GPS BALEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.885161999999994","30.588023","03","053","00269","Malerkotla","110515","-46827"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420376","3090103101","GPS JOGI MAJRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.882852999999997","30.634402000000001","03","041","00226","Payal","110512","-46906"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420379","3090103102","GMS JOGI MAJRA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.882788000000005","30.634504","03","041","00226","Payal","110511","-46906"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423741","3090102301","GPS GURM","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141206","Ludhiana","03","PUNJAB"," ","75.883853999999999","30.749486999999998","03","041","00227","Ludhiana (East)","110513","-47101"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423761","3090102302","GSSS GURM","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141206","Ludhiana","03","PUNJAB"," ","75.885571999999996","30.750125000000001","03","041","00227","Ludhiana (East)","110515","-47102"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419468","3160109001","GPS FALOND KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.897537999999997","30.599623000000001","03","053","00269","Malerkotla","110533","-46847"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419909","3090106502","GMS SOHIAN","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.897779","30.615466999999999","03","041","00226","Payal","110533","-46874"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419921","3090106501","GPS SOHIAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.897704000000004","30.615739999999999","03","041","00226","Payal","110533","-46874"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421090","3090105601","GPS SAHARAN MAJRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.899343000000002","30.660551999999999","03","041","00226","Payal","110536","-46950"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417000","3160701501","GPS BIR AHMDABAD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.906604000000002","30.512232000000001","03","053","00269","Malerkotla","110546","-46699"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417007","3160701503","BRITISH INTERNATIONAL SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.905296000000007","30.512450999999999","03","053","00269","Malerkotla","110544","-46699"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418126","3160712501","GPS BADSHAHPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.906401000000002","30.552636","03","053","00269","Malerkotla","110546","-46767"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420170","3090106701","GPS TIMBERWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.906727000000004","30.625720000000001","03","041","00226","Payal","110546","-46891"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420570","3090105202","GHS RAMGARH SARDARA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.905248999999998","30.641390000000001","03","041","00226","Payal","110544","-46917"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420591","3090105201","GPS RAMGARH SARDARA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.906923000000006","30.642441999999999","03","041","00226","Payal","110547","-46919"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415325","3160707001","GPS MOHAMMADGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.872496999999996","30.461158999999999","03","053","00269","Malerkotla","110496","-46613"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416367","3161101604","DARUL-ULOOM-QADARIA","1","Primary","1","Boys","98","Madarsa Unrecognized","1"," ","148023","Sangrur","03","PUNJAB"," ","75.872035999999994","30.492207000000001","03","053","00269","Malerkotla","110496","-46665"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417302","3160707412","OASIS PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.869748000000001","30.523011","03","053","00269","Malerkotla","110492","-46717"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419130","3160108202","GSSS BHOGIWAL","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.871602999999993","30.587236000000001","03","053","00269","Malerkotla","110495","-46826"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419813","3160108502","J.M.S.B.C HIGH SCHOOL AIDED","5","Higher Secondary  (6-12)","3","Co-Ed","4","Government Aided","1"," ","148019","Sangrur","03","PUNJAB"," ","75.871920000000003","30.611892000000001","03","053","00269","Malerkotla","110496","-46868"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419818","3160108501","GPS KUP KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.871628000000001","30.611951000000001","03","053","00269","Malerkotla","110495","-46868"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419820","3160108503","J.M.S.L.C MODEL SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148019","Sangrur","03","PUNJAB"," ","75.872240000000005","30.611988","03","053","00269","Malerkotla","110496","-46868"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421065","3160100502","GMS MOMNABAD","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.872535999999997","30.659483999999999","03","053","00269","Malerkotla","110496","-46948"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422286","3090103001","GPS JHAMMAT","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.872397000000007","30.699535000000001","03","041","00226","Payal","110496","-47016"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422309","3090103002","GHS JHAMMAT","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141117","Ludhiana","03","PUNJAB"," ","75.872279000000006","30.700320000000001","03","041","00226","Payal","110496","-47017"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423479","3090802301","GPS JARTOLI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141203","Ludhiana","03","PUNJAB"," ","75.809312000000006","30.739971000000001","03","041","00227","Ludhiana (East)","110404","-47084"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417865","3160101904","MODERN SECULAR PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.774821000000003","30.542480000000001","03","053","00269","Malerkotla","110354","-46750"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417938","3160101901","GPS SHERGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.775251999999995","30.545238000000001","03","053","00269","Malerkotla","110355","-46755"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417968","3160101902","GMS SHERGARH","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.776357000000004","30.546213000000002","03","053","00269","Malerkotla","110356","-46756"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418016","3160104301","GPS KASAMPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.782719999999998","30.547930999999998","03","053","00269","Malerkotla","110366","-46759"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418293","3160100301","GPS ABDULLAPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.783471000000006","30.558361999999999","03","053","00269","Malerkotla","110367","-46777"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419300","3160102503","GURU HAR RAI MODEL HIGH SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.773420000000002","30.593482000000002","03","053","00269","Malerkotla","110352","-46836"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419752","3160102502","GHS JHUNER","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.781586000000004","30.609235000000002","03","053","00269","Malerkotla","110364","-46863"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420641","3160103401","GPS MAHERNA KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.782763000000003","30.644300000000001","03","053","00269","Malerkotla","110366","-46922"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416970","3200202102","GMS KHIALI","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.609145999999996","30.511427000000001","03","054","00275","Barnala","110113","-46698"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416989","3200202101","GPS KHIALI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148104","Barnala","03","PUNJAB"," ","75.608024999999998","30.511759999999999","03","054","00275","Barnala","110111","-46698"
